sample_id,sample_name,organism,title,seq_method,collection_date,biome,feature,geo_loc_country,geo_loc_state,geo_loc_city,geo_loc_farm,geo_loc_plot,latitude,longitude,material,elevation,depth,pool_dna_extracts,samp_size,samp_collection_device,samp_weight_dna_ext,sieving,storage_cond,annual_season_precpt,annual_season_temp,bulk_density,drainage_class,fao_class,horizon,local_class,porosity,profile_position,slope_aspect,slope_gradient,soil_type,texture_class,water_content_soil,pH,EC,tot_C,tot_OM,tot_N,NO3_N,NH4_N,P,K,S,Zn,Fe,Cu,Mn,Ca,Mg,Na,B,agrochem_amendments,agrochem_amendments_desc,biological_amendments,biological_amendments_desc,soil_amendments,soil_amendments_desc,cover_crop,crop_rotation,cur_land_use,cur_vegetation,cur_crop,cur_cultivar,organic,previous_land_use,tillage,rRNA_copies,microbial_biomass_C,microbial_biomass_N,microbial_respiration,usr_cat1,usr_cat2,usr_cat3,usr_cat4,usr_cat5,usr_cat6,usr_quant1,usr_quant2,usr_quant3,usr_quant4,usr_quant5,usr_quant6
ee33116b068f435d843ec6501b7c2e51,CO.Rhiz.Worley.RioGrande.NA.NA,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CO,San Luis Valley,Worley,null,37,105,root associated,7536,0-30,1,null,null,0.5,null,-20,8.6,null,null,null,null,null,null,null,null,null,null,null,null,null,6.8,null,null,1.54,null,3,2.2,28,265,null,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,"barley, potato",farm,potato,potato,Rio Grande,no,null,null,null,null,null,null,WorleyFarm,flowering,null,null,null,null,null,null,null,null,null,null
0327c2a2837d490385636fd1554f760f,CO.Rhiz.Rockey.MarisPiper.NA.NA,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CO,San Luis Valley,Rockey,null,37,105,root associated,7536,0-30,1,null,null,0.5,null,-20,8.6,null,null,null,null,null,null,null,null,null,null,sand clay loam,null,null,8,null,null,1.4,13,null,null,34,425,46,3.5,7.5,1.1,12.5,3150,265,56,1.17,null,null,null,null,no,null,7mix,"potato, covercropmix",farm,potato,potato,Maris Piper,hybrid,null,null,null,null,null,null,RockeyFarm,flowering,null,null,null,null,null,null,null,null,null,null
1a970e39854449e695f769b88c216085,OR.Bulk.Staunton.Classic.Holly51.Organic,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Staunton,null,42.146,121.724,bulk soil,4091,0-30,1,null,null,0.5,2,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.9,null,null,3.9,41.7,null,null,89,440,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"fallow, potato, wheat",farm,potato,potato,Classic Russet,yes,null,null,null,null,null,null,Staunton,flowering,null,null,null,null,null,null,null,null,null,null
ee3703b3cfa444ef8c69e163ff24fba2,OR.Bulk.Staunton.Norkotah.Rajnus7.Organic,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Staunton,null,42.146,121.724,bulk soil,4091,0-30,1,null,null,0.5,2,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.9,null,null,3.9,41.7,null,null,89,440,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"fallow, potato, wheat",farm,potato,potato,Norkotah,yes,null,null,null,null,null,null,Staunton,flowering,null,null,null,null,null,null,null,null,null,null
1539987ed5e2492ba38ef89c19662774,OR.Bulk.Staunton.Norkotah.Cheyne53.Organic,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Staunton,null,42.146,121.724,bulk soil,4091,0-30,1,null,null,0.5,2,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.9,null,null,3.9,41.7,null,null,89,440,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"fallow, potato, wheat",farm,potato,potato,Norkotah,yes,null,null,null,null,null,null,Staunton,flowering,null,null,null,null,null,null,null,null,null,null
9ab5bbf7e7304b5191e3b8bfd2279351,OR.Bulk.Staunton.Norkotah.Cheyne15.NA,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Staunton,null,42.146,121.724,bulk soil,4091,0-30,1,null,null,0.5,2,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.9,null,null,3.9,41.7,null,null,89,440,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"fallow, potato, wheat",farm,potato,potato,Norkotah,yes,null,null,null,null,null,null,Staunton,flowering,null,null,null,null,null,null,null,null,null,null
4fd517a03beb4a1ca41c96cc86b23f89,OR.Bulk.Walker.unknown.FL2126.Compost,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,OR,Malin,Walker,null,42.146,121.724,bulk soil,4091,0-30,1,null,null,0.5,2,-20,10,65,null,null,null,null,null,null,null,null,null,sandy loam,null,null,6.5,null,null,1.98,null,4,2,68,214,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,compost,null,"alfalfa, potato wheat",farm,potato,potato,Frito Lay 2126,no,null,null,null,null,null,null,Walker,flowering,null,null,null,null,null,null,null,null,null,null
40c2b528f5fa4ce189dadb9afde74e62,OR.Bulk.Walker.unknown.FL2126.NoCompost,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,OR,Malin,Walker,null,42.146,121.724,bulk soil,4091,0-30,1,null,null,0.5,2,-20,10,65,null,null,null,null,null,null,null,null,null,sandy loam,null,null,6.5,null,null,1.98,null,4,2,68,214,null,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,"alfalfa, potato wheat",farm,potato,potato,Frito Lay 2126,no,null,null,null,null,null,null,Walker,flowering,null,null,null,null,null,null,null,null,null,null
d647a7ce0e454a2282e6494145d55e8f,OR.Bulk.Chin.Norland.BT.Organic,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Chin,null,42.146,121.724,bulk soil,4091,0-30,1,null,null,0.5,2,-20,10,65,null,null,null,null,null,null,null,null,null,loam,null,null,6.8,null,null,4.43,null,6,2,12,224,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"barley, potato, wheat",farm,potato,potato,Red Norland,yes,null,null,null,null,null,null,Chin,flowering,null,null,null,null,null,null,null,null,null,null
f99e4df849ca42aea83f0786c6de316a,OR.Bulk.Lyman.Classic.Holly.NA,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Lyman,null,42.146,121.724,bulk soil,4091,0-30,1,null,null,0.5,2,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.3,null,null,4.04,null,28,10,19,336,null,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,"barley, potato, wheat",farm,potato,potato,Classic Russet,no,null,null,null,null,null,null,Lyman,flowering,null,null,null,null,null,null,null,null,null,null
febf4cbb8c75460bacc83701bd6b73d2,OR.Bulk.Crawford.Norkotah.Rajnus7.Organic,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Crawford,null,42.146,121.724,bulk soil,4091,0-30,1,null,null,0.5,2,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.9,null,null,3.9,41.7,null,null,14,440,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"barley, potato, wheat",farm,potato,potato,Norkotah,yes,null,null,null,null,null,null,Crawford,flowering,null,null,null,null,null,null,null,null,null,null
dd1e464f69174dc1868d36578c3f369a,OR.Rhiz.Staunton.Classic.Holly51.Organic,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Staunton,null,42.146,121.724,root associated,4091,0-30,1,null,null,0.5,null,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.9,null,null,3.9,41.7,null,null,89,440,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"fallow, potato, wheat",farm,potato,potato,Classic Russet,yes,null,null,null,null,null,null,Staunton,flowering,null,null,null,null,null,null,null,null,null,null
8b9e2364d6a54829b7f52c7db4ba70b1,OR.Rhiz.Staunton.Norkotah.Rajnus7.Organic,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Staunton,null,42.146,121.724,root associated,4091,0-30,1,null,null,0.5,null,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.9,null,null,3.9,41.7,null,null,89,440,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"fallow, potato, wheat",farm,potato,potato,Norkotah,yes,null,null,null,null,null,null,Staunton,flowering,null,null,null,null,null,null,null,null,null,null
786bed03c8cd4418936edc5d99f92015,OR.Rhiz.Staunton.Norkotah.Cheyne53.Organic,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Staunton,null,42.146,121.724,root associated,4091,0-30,1,null,null,0.5,null,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.9,null,null,3.9,41.7,null,null,89,440,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"fallow, potato, wheat",farm,potato,potato,Norkotah,yes,null,null,null,null,null,null,Staunton,flowering,null,null,null,null,null,null,null,null,null,null
f4babdc52a3b4903b8d407ad9195b5d5,OR.Rhiz.Staunton.Norkotah.Cheyne15.NA,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Staunton,null,42.146,121.724,root associated,4091,0-30,1,null,null,0.5,null,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.9,null,null,3.9,41.7,null,null,89,440,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"fallow, potato, wheat",farm,potato,potato,Norkotah,yes,null,null,null,null,null,null,Staunton,flowering,null,null,null,null,null,null,null,null,null,null
c8c77d87925149a3b0914ffba3e0e9ab,OR.Rhiz.Walker.unknown.FL2126.Compost,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,OR,Malin,Walker,null,42.146,121.724,root associated,4091,0-30,1,null,null,0.5,null,-20,10,65,null,null,null,null,null,null,null,null,null,sandy loam,null,null,6.5,null,null,1.98,null,4,2,68,214,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,compost,null,"alfalfa, potato wheat",farm,potato,potato,Frito Lay 2126,no,null,null,null,null,null,null,Walker,flowering,null,null,null,null,null,null,null,null,null,null
a861f773f66f4c078dae3e68c1b1560a,OR.Rhiz.Walker.unknown.FL2126.NoCompost,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,OR,Malin,Walker,null,42.146,121.724,root associated,4091,0-30,1,null,null,0.5,null,-20,10,65,null,null,null,null,null,null,null,null,null,sandy loam,null,null,6.5,null,null,1.98,null,4,2,68,214,null,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,"alfalfa, potato wheat",farm,potato,potato,Frito Lay 2126,no,null,null,null,null,null,null,Walker,flowering,null,null,null,null,null,null,null,null,null,null
4ea19ba502a84470b6da76fe3116d358,OR.Rhiz.Chin.Norland.BT.Organic,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Chin,null,42.146,121.724,root associated,4091,0-30,1,null,null,0.5,null,-20,10,65,null,null,null,null,null,null,null,null,null,loam,null,null,6.8,null,null,4.43,null,6,2,12,224,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"barley, potato, wheat",farm,potato,potato,Red Norland,yes,null,null,null,null,null,null,Chin,flowering,null,null,null,null,null,null,null,null,null,null
3e0d86de78874a58972debecafc05992,OR.Rhiz.Lyman.Classic.Holly.NA,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Lyman,null,42.146,121.724,root associated,4091,0-30,1,null,null,0.5,null,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.3,null,null,4.04,null,28,10,19,336,null,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,"barley, potato, wheat",farm,potato,potato,Classic Russet,no,null,null,null,null,null,null,Lyman,flowering,null,null,null,null,null,null,null,null,null,null
03a580202d6a4e42bebb69d1dc2853e9,OR.Rhiz.Crawford.Norkotah.Rajnus7.Organic,soil metagenome,FarmManagement,V3 16S rRNA,6/1/2011,farm,farm,USA,CA,Tulelake,Crawford,null,42.146,121.724,root associated,4091,0-30,1,null,null,0.5,null,-20,10,65,null,null,null,null,null,null,null,null,null,silty clay loam,null,null,7.9,null,null,3.9,41.7,null,null,14,440,null,null,null,null,null,null,null,null,null,null,null,null,null,yes,brewed tea,null,"barley, potato, wheat",farm,potato,potato,Norkotah,yes,null,null,null,null,null,null,Crawford,flowering,null,null,null,null,null,null,null,null,null,null
